item_proposed	item_desired	date_proposed	date_reviewed	accepted
2673	3615	2022-04-15	2022-04-19	0
2676	3489	2022-04-28		
2677	1543	2022-05-06	2022-05-10	1
2678	2729	2022-04-18	2022-05-06	0
2680	6331	2022-04-19	2022-05-02	0
2681	6852	2022-05-30		
2682	3725	2022-06-14		
2682	5680	2022-05-19	2022-06-08	0
2688	5408	2022-04-28	2022-05-05	1
2689	3296	2022-05-10		
2690	2138	2022-04-15	2022-04-18	1
2691	1454	2022-04-19	2022-04-28	0
2691	7272	2022-06-14		
2695	1523	2022-04-18	2022-04-19	1
2696	2078	2022-04-25	2022-05-12	1
2697	1643	2022-04-29	2022-05-06	1
2698	2309	2022-05-05	2022-06-03	0
2699	4029	2022-04-29	2022-05-16	1
2700	4901	2022-04-15	2022-05-03	1
2701	1924	2022-05-24	2022-06-06	0
2703	886	2022-05-10		
2706	1390	2022-04-19	2022-04-26	1
2710	379	2022-04-15	2022-04-18	0
2710	2823	2022-04-18	2022-05-09	0
2710	5657	2022-06-13		
2711	4272	2022-06-08		
2713	1927	2022-05-09	2022-06-14	1
2714	4271	2022-04-15	2022-05-24	1
2715	1251	2022-05-06	2022-06-07	0
2716	671	2022-04-21	2022-05-20	1
2721	447	2022-04-19	2022-04-20	1
2722	6987	2022-04-26	2022-05-03	1
2724	2538	2022-05-30		
2726	4631	2022-04-15	2022-05-04	1
2727	3635	2022-04-21	2022-04-27	1
2728	33	2022-06-01		
2728	4691	2022-05-18	2022-05-26	0
2729	2685	2022-05-11		
2730	6981	2022-06-03	2022-06-09	1
2731	4103	2022-04-20	2022-05-31	1
2732	3518	2022-05-09	2022-06-08	1
2732	6635	2022-04-18	2022-04-26	0
2737	895	2022-05-04	2022-05-24	1
2741	1312	2022-05-02	2022-05-10	0
2742	1347	2022-05-23		
2745	716	2022-05-18	2022-05-20	0
2745	5651	2022-05-20	2022-06-13	0
2746	1095	2022-05-05		
2749	6059	2022-05-31		
2751	1936	2022-04-20	2022-05-16	1
2755	1138	2022-04-18	2022-04-20	1
2760	4556	2022-04-15	2022-04-19	1
2761	5463	2022-04-26		
2762	1864	2022-04-15	2022-04-19	1
2763	31	2022-04-18	2022-04-25	0
2767	2339	2022-04-21	2022-05-02	0
2769	1770	2022-04-25	2022-05-23	0
2769	2874	2022-06-09		
2770	457	2022-05-30		
2771	4787	2022-04-20	2022-06-01	1
2773	2496	2022-04-15	2022-06-14	0
2776	6721	2022-05-25	2022-06-09	1
2777	5929	2022-04-22	2022-05-13	0
2778	1141	2022-05-05	2022-05-25	0
2779	5471	2022-05-19		
2780	1129	2022-04-25	2022-05-27	1
2781	53	2022-04-29	2022-06-06	0
2781	2653	2022-06-08	2022-06-13	0
2782	6173	2022-05-09	2022-06-08	0
2783	2104	2022-05-02	2022-05-12	0
2786	5936	2022-04-18	2022-05-03	1
2787	3916	2022-06-09		
2791	4317	2022-05-31		
2792	1164	2022-05-02	2022-05-17	0
2792	3656	2022-04-15	2022-04-27	0
2793	4745	2022-05-05	2022-05-10	1
2798	7221	2022-04-22		
2801	5543	2022-04-20	2022-04-22	1
2802	3199	2022-04-18		
2804	5399	2022-05-24		
2805	2015	2022-05-18		
2807	3409	2022-04-18		
2808	5000	2022-04-26	2022-06-13	1
2810	52	2022-04-29	2022-05-11	1
2811	1340	2022-05-13		
2811	3086	2022-04-15	2022-04-26	0
2813	2217	2022-04-18	2022-05-06	1
2816	2825	2022-05-26	2022-06-01	1
2817	4747	2022-04-15	2022-05-09	1
2818	3904	2022-06-10		
2819	194	2022-04-25	2022-04-28	0
2822	5859	2022-04-25	2022-05-13	1
2825	887	2022-04-21	2022-05-13	0
2826	1836	2022-05-27		
2827	2139	2022-05-02		
2828	5172	2022-05-19	2022-05-31	1
2829	5716	2022-05-20		
2833	7336	2022-04-19	2022-05-05	1
2835	1474	2022-04-18	2022-05-02	0
2839	1118	2022-04-22	2022-05-18	0
2843	5537	2022-05-10	2022-06-06	1
2844	5572	2022-04-15	2022-06-01	0
2846	5577	2022-04-21	2022-05-23	0
2847	3527	2022-04-25	2022-06-03	1
2851	923	2022-04-15	2022-05-25	0
2851	6528	2022-06-07		
2854	1146	2022-04-20	2022-05-23	1
2858	2068	2022-04-25		
2860	7285	2022-04-18	2022-06-14	1
2865	5486	2022-04-20	2022-05-04	0
2866	3140	2022-04-18	2022-04-26	1
2868	579	2022-05-04	2022-05-06	1
2869	3148	2022-04-22	2022-04-25	0
2869	3729	2022-04-28	2022-05-20	1
2871	377	2022-04-25		
2875	6629	2022-05-20		
2877	1825	2022-04-27	2022-05-25	1
2878	5642	2022-04-21	2022-04-28	1
2879	957	2022-05-26		
2879	1810	2022-04-22	2022-05-09	0
2881	4828	2022-04-18	2022-05-13	0
2882	6590	2022-05-04	2022-05-30	1
2886	3931	2022-04-15	2022-04-29	0
2887	847	2022-06-02	2022-06-13	1
2888	3284	2022-05-12		
2889	7027	2022-04-19	2022-04-26	1
2893	4423	2022-05-31		
2895	5392	2022-04-19	2022-04-22	1
2896	3273	2022-05-02		
2896	6892	2022-04-21	2022-04-27	0
2897	1745	2022-04-27		
2900	6102	2022-04-20	2022-04-25	0
2902	5397	2022-04-15	2022-04-19	1
2905	1973	2022-04-25	2022-05-13	0
2914	7280	2022-05-11	2022-05-26	0
2915	3247	2022-04-22	2022-05-24	0
2918	4533	2022-05-18		
2920	6863	2022-04-20	2022-06-09	0
2922	6262	2022-06-09		
2923	2619	2022-04-15		
2924	3793	2022-05-17		
2924	7401	2022-04-21	2022-05-17	0
2925	6	2022-04-27	2022-05-25	0
2927	2063	2022-04-19	2022-04-28	1
2931	591	2022-05-19		
2932	5881	2022-04-26	2022-05-19	0
2934	7185	2022-04-15		
2937	5622	2022-04-18		
2938	255	2022-05-03	2022-05-30	0
2942	4330	2022-04-22	2022-04-28	0
2944	6603	2022-05-06		
2946	282	2022-04-19		
2949	1870	2022-05-03	2022-05-04	1
2950	2316	2022-04-15	2022-05-04	1
2954	716	2022-05-26		
2955	3416	2022-05-13	2022-05-19	0
2956	4988	2022-04-15	2022-04-18	1
2958	925	2022-04-22	2022-05-13	0
2959	3029	2022-05-31		
2966	3089	2022-04-15	2022-04-21	1
2967	625	2022-04-26	2022-05-17	1
2969	485	2022-06-06	2022-06-10	0
2970	660	2022-04-22	2022-04-26	1
2972	6931	2022-04-20	2022-04-26	1
2974	2707	2022-05-06	2022-05-16	1
2975	3338	2022-04-19	2022-05-09	0
2976	4695	2022-04-15	2022-05-17	1
2980	492	2022-05-13	2022-05-26	1
2982	86	2022-04-20	2022-06-03	0
2984	6297	2022-04-15		
2991	3314	2022-04-15	2022-04-20	1
2993	4051	2022-04-22	2022-05-02	0
2994	5270	2022-04-25	2022-05-04	1
2997	5969	2022-06-03		
2999	389	2022-04-15	2022-05-18	1
3000	4887	2022-05-24		
3001	7039	2022-04-18	2022-05-04	0
3002	4446	2022-04-22	2022-05-24	0
3004	5867	2022-06-02		
3005	6128	2022-05-02		
3006	3241	2022-05-11	2022-05-19	1
3007	1275	2022-04-22	2022-05-06	1
3008	4637	2022-04-18	2022-05-17	1
3010	5601	2022-05-04	2022-06-09	0
3012	4135	2022-04-19	2022-05-16	0
3012	6175	2022-05-30		
3016	1905	2022-05-06		
3021	2945	2022-04-15	2022-04-19	1
3024	5960	2022-04-15	2022-04-25	0
3025	3255	2022-06-09	2022-06-10	0
3027	4439	2022-04-25		
3033	7155	2022-04-27	2022-04-29	1
3037	93	2022-04-25	2022-05-16	1
3041	4500	2022-04-26	2022-05-04	0
3041	7277	2022-06-09	2022-06-14	1
3042	1168	2022-05-26	2022-06-09	1
3043	1637	2022-05-16	2022-05-30	0
3046	5418	2022-06-06	2022-06-14	1
3049	7238	2022-04-25	2022-05-02	1
3050	5841	2022-04-19	2022-04-29	0
3050	7378	2022-06-07		
3051	5678	2022-04-28	2022-05-16	0
3053	7194	2022-05-03	2022-06-09	1
3054	497	2022-04-19		
3059	3206	2022-05-02	2022-06-09	1
3062	4047	2022-05-31	2022-06-07	0
3063	5807	2022-06-01		
3064	2775	2022-04-22	2022-05-04	1
3064	5295	2022-04-18	2022-04-22	0
3065	6873	2022-04-22	2022-05-10	1
3066	5128	2022-04-15	2022-05-11	1
3068	1604	2022-04-25	2022-05-10	1
3073	159	2022-05-13	2022-05-19	1
3074	1700	2022-05-10		
3080	1834	2022-04-25	2022-05-09	1
3081	4334	2022-05-04	2022-05-09	1
3082	5934	2022-04-19	2022-04-20	1
3083	1182	2022-04-15	2022-05-09	1
3085	751	2022-04-29	2022-06-02	1
3086	3149	2022-04-28		
3088	243	2022-04-19	2022-05-05	1
3092	5649	2022-04-25	2022-04-28	1
3093	439	2022-04-22		
3094	4817	2022-05-27	2022-06-02	1
3095	5150	2022-04-15	2022-04-18	0
3096	358	2022-04-20	2022-05-05	0
3097	4553	2022-06-13		
3098	1737	2022-04-21	2022-05-04	1
3099	4230	2022-04-28	2022-04-29	1
3104	2279	2022-04-19	2022-04-28	1
3108	4599	2022-04-28	2022-06-02	1
3113	4287	2022-04-26		
3116	2911	2022-04-15	2022-06-14	1
3119	326	2022-05-16		
3119	5060	2022-04-18	2022-05-05	0
3122	1683	2022-04-15	2022-06-06	1
3127	76	2022-05-18	2022-06-09	1
3130	6663	2022-05-02		
3131	2790	2022-04-26	2022-05-13	1
3132	1895	2022-05-16		
3135	2781	2022-04-15	2022-04-29	0
3141	4532	2022-05-31	2022-06-07	1
3141	7022	2022-05-06	2022-05-13	0
3143	6414	2022-04-27	2022-04-28	0
3146	2375	2022-04-26	2022-05-05	1
3147	668	2022-04-27	2022-05-27	0
3147	1170	2022-05-31	2022-06-09	0
3150	2371	2022-04-22	2022-06-10	0
3151	4957	2022-04-27	2022-06-02	0
3153	6424	2022-04-19	2022-05-03	1
3162	4262	2022-05-10	2022-05-12	0
3164	194	2022-06-08		
3167	48	2022-04-26	2022-05-18	1
3167	2552	2022-04-15	2022-04-20	0
3169	6373	2022-06-06		
3170	2051	2022-04-20		
3171	1572	2022-04-21	2022-04-22	1
3174	6169	2022-04-19		
3176	1422	2022-04-15	2022-05-09	0
3180	3909	2022-05-16	2022-05-18	1
3181	202	2022-04-20	2022-05-06	1
3183	6592	2022-05-26		
3185	5473	2022-04-22	2022-04-27	1
3187	4424	2022-04-27	2022-05-04	1
3188	6109	2022-05-18	2022-05-25	0
3189	7299	2022-05-27	2022-06-03	0
3190	4849	2022-04-15	2022-04-22	0
3191	975	2022-04-18	2022-04-28	1
3192	6118	2022-05-30		
3193	7268	2022-05-16		
3195	2401	2022-04-15	2022-04-20	1
3198	3282	2022-04-22	2022-04-26	1
3200	6083	2022-04-19	2022-04-20	0
3201	6937	2022-05-06	2022-05-12	1
3202	6022	2022-05-16	2022-06-13	1
3205	1093	2022-06-08		
3205	6843	2022-04-15	2022-04-26	0
3208	4851	2022-04-18	2022-06-02	0
3210	6828	2022-05-25	2022-06-07	0
3211	5066	2022-04-29		
3212	2777	2022-06-01		
3214	5842	2022-04-25	2022-05-03	0
3215	5598	2022-04-19		
3216	5795	2022-04-26	2022-04-28	0
3219	1553	2022-04-19	2022-05-05	1
3220	3917	2022-04-21	2022-05-10	1
3223	682	2022-04-27	2022-05-04	1
3225	4001	2022-04-18	2022-04-29	1
3228	4298	2022-05-27	2022-06-09	1
3228	4636	2022-04-20	2022-05-11	0
3231	6165	2022-05-26		
3234	1912	2022-04-15	2022-04-18	1
3235	7188	2022-04-21	2022-04-29	1
3236	4418	2022-04-27	2022-05-27	1
3237	2202	2022-04-18	2022-05-31	1
3239	7243	2022-04-28	2022-05-04	1
3242	1793	2022-04-15	2022-04-29	0
3243	1190	2022-04-19	2022-05-30	1
3244	512	2022-04-26	2022-04-27	0
3244	3751	2022-05-19	2022-06-01	1
3245	4485	2022-06-06		
3245	6314	2022-04-28	2022-05-26	0
3246	1131	2022-04-15	2022-05-02	1
3248	5818	2022-05-05	2022-05-13	1
3251	6230	2022-04-19	2022-04-21	0
3254	502	2022-05-12	2022-05-18	1
3256	6249	2022-05-19		
3258	5410	2022-04-26		
3261	2258	2022-06-09		
3266	1685	2022-04-15	2022-06-08	1
3268	558	2022-05-02		
3269	3519	2022-04-20	2022-05-13	1
3270	6156	2022-04-22	2022-06-10	1
3271	5041	2022-05-17		
3271	6879	2022-04-18	2022-05-04	0
3272	2579	2022-04-28		
3274	1487	2022-05-03		
3275	5812	2022-04-20	2022-04-27	0
3276	2059	2022-04-21	2022-05-13	0
3279	3778	2022-04-27	2022-05-10	1
3280	4121	2022-04-15	2022-05-06	1
3283	6812	2022-04-18		
3285	5704	2022-04-26	2022-05-11	1
3287	532	2022-05-23		
3288	5366	2022-06-13		
3289	1423	2022-04-25	2022-04-29	0
3290	6600	2022-05-02	2022-05-17	1
3291	3545	2022-05-16		
3292	6615	2022-04-26		
3293	89	2022-05-31		
3293	7171	2022-05-06	2022-05-30	0
3294	794	2022-04-19	2022-05-05	1
3298	3734	2022-04-25	2022-05-04	0
3300	2054	2022-05-06	2022-05-13	0
3302	3694	2022-04-15	2022-05-09	1
3305	2541	2022-05-04	2022-06-01	1
3307	3412	2022-05-23	2022-06-02	0
3309	5353	2022-05-31	2022-06-13	1
3311	472	2022-04-15	2022-04-20	1
3312	3490	2022-05-31	2022-06-07	1
3313	5443	2022-04-18	2022-04-19	1
3315	1934	2022-04-15		
3318	3848	2022-05-03	2022-05-04	0
3319	4189	2022-04-19	2022-05-02	1
3320	1642	2022-05-06	2022-05-10	0
3320	3303	2022-06-02		
3321	7302	2022-05-03	2022-05-20	1
3323	4372	2022-04-18		
3324	684	2022-04-25	2022-04-28	1
3329	2615	2022-04-19	2022-05-02	1
3330	4820	2022-06-06	2022-06-08	0
3331	3275	2022-05-11		
3333	1748	2022-04-21		
3337	3967	2022-04-29	2022-05-05	0
3343	4026	2022-04-21	2022-04-26	1
3347	3022	2022-04-18	2022-05-05	1
3348	111	2022-05-26	2022-06-14	1
3349	2081	2022-05-20	2022-05-27	0
3353	234	2022-04-15		
3358	881	2022-04-15	2022-05-04	1
3359	7146	2022-04-20	2022-05-20	1
3360	4727	2022-04-22	2022-06-02	1
3362	1201	2022-04-27		
3363	4479	2022-05-13		
3364	5992	2022-05-30		
3365	7307	2022-04-21		
3366	2577	2022-04-18	2022-04-26	1
3367	6829	2022-04-15	2022-05-16	1
3369	3105	2022-05-19	2022-05-20	0
3369	5290	2022-05-20	2022-06-14	0
3371	6220	2022-04-19	2022-05-09	1
3372	4079	2022-04-15		
3373	4651	2022-04-28	2022-05-17	1
3376	3176	2022-05-27		
3378	861	2022-04-27		
3381	4581	2022-05-23	2022-05-26	0
3382	2725	2022-04-19	2022-05-03	1
3384	649	2022-04-15		
3385	6586	2022-06-13		
3386	2159	2022-05-02	2022-05-09	1
3389	4375	2022-05-09		
3391	493	2022-05-30	2022-06-03	0
3391	5976	2022-06-14		
3395	4071	2022-04-19	2022-05-17	1
3396	1204	2022-04-27	2022-05-02	0
3397	6084	2022-05-27	2022-06-10	1
3399	7072	2022-04-18	2022-05-18	0
3401	4132	2022-04-15	2022-04-22	1
3402	5559	2022-05-13	2022-05-16	1
3403	5364	2022-04-22		
3404	4462	2022-04-19	2022-05-24	0
3405	5293	2022-04-20	2022-06-08	1
3407	316	2022-05-09		
3408	1373	2022-04-28	2022-05-19	0
3408	2842	2022-05-24	2022-06-09	0
3412	3504	2022-04-15	2022-05-19	0
3414	4837	2022-05-26		
3419	6846	2022-04-21	2022-05-09	1
3420	1980	2022-04-18	2022-05-11	0
3421	4283	2022-05-24	2022-06-07	1
3422	1451	2022-05-23		
3422	2221	2022-05-12	2022-05-13	0
3426	397	2022-04-29	2022-05-16	1
3433	40	2022-04-19	2022-05-05	0
3435	1277	2022-05-20	2022-06-08	1
3436	2947	2022-04-18	2022-04-28	1
3437	1266	2022-05-04	2022-06-07	1
3439	2518	2022-06-07		
3441	5826	2022-05-03	2022-06-08	1
3444	6830	2022-05-13		
3446	5101	2022-04-15	2022-05-18	1
3448	839	2022-04-19	2022-05-02	0
3448	3177	2022-05-26	2022-06-13	1
3449	2764	2022-04-28		
3450	5523	2022-05-17	2022-06-02	1
3453	4491	2022-05-10	2022-05-16	0
3456	1620	2022-04-19	2022-05-17	1
3457	362	2022-04-27		
3458	6593	2022-04-18	2022-05-19	1
3461	811	2022-05-06	2022-05-16	0
3461	2349	2022-05-19	2022-05-24	0
3461	6676	2022-05-30	2022-06-07	1
3462	3056	2022-04-15	2022-04-28	1
3463	7272	2022-05-11	2022-05-27	0
3464	6129	2022-04-18	2022-04-22	1
3465	2740	2022-05-02	2022-05-12	1
3468	5099	2022-05-17	2022-06-13	0
3470	7247	2022-04-20	2022-05-17	1
3472	1051	2022-04-19	2022-05-24	1
3474	2433	2022-04-21	2022-05-06	1
3475	3500	2022-04-18		
3476	1619	2022-04-19	2022-05-09	0
3478	6034	2022-04-25	2022-06-03	0
3479	5283	2022-04-20	2022-05-04	1
3480	1923	2022-04-21	2022-05-02	1
3483	6984	2022-05-18		
3486	7253	2022-04-18	2022-05-23	1
3487	267	2022-05-12		
3491	4059	2022-05-16	2022-05-24	0
3491	4675	2022-04-22	2022-05-11	0
3492	3244	2022-05-04	2022-05-10	0
3492	5672	2022-04-19	2022-05-03	0
3497	3304	2022-05-17	2022-05-19	1
3501	62	2022-04-18	2022-05-03	0
3501	2641	2022-06-01		
3503	3760	2022-05-10		
3505	3222	2022-04-21	2022-04-26	0
3505	6018	2022-04-27	2022-04-29	1
3506	4004	2022-06-03	2022-06-14	0
3506	4871	2022-05-02	2022-05-05	0
3508	6796	2022-04-15		
3509	615	2022-04-26	2022-06-13	1
3510	4899	2022-04-18	2022-04-21	1
3511	790	2022-04-19	2022-04-28	1
3512	3849	2022-05-19		
3513	3317	2022-04-20	2022-04-22	1
3515	1655	2022-04-18		
3516	1026	2022-04-21	2022-05-06	0
3520	6052	2022-05-25	2022-06-03	0
3523	1353	2022-05-04	2022-05-18	0
3523	1767	2022-06-07		
3523	1879	2022-05-19	2022-06-07	0
3524	6871	2022-04-21	2022-05-02	1
3525	2338	2022-05-13	2022-05-23	1
3529	2868	2022-04-15	2022-05-03	0
3531	165	2022-05-12		
3532	5849	2022-04-27	2022-04-29	1
3533	6040	2022-04-15	2022-05-10	1
3536	6071	2022-05-13	2022-05-20	1
3537	6955	2022-04-25	2022-04-28	1
3539	6123	2022-04-22		
3540	6740	2022-04-15	2022-04-22	0
3541	657	2022-04-20	2022-05-03	1
3548	6964	2022-05-06	2022-05-18	0
3549	5602	2022-05-10		
3551	6365	2022-05-27		
3551	7035	2022-04-18	2022-05-02	0
3557	1660	2022-05-05	2022-05-31	1
3558	1123	2022-05-06		
3558	3703	2022-04-15	2022-04-19	0
3561	6279	2022-05-30	2022-06-09	1
3563	3017	2022-04-26	2022-05-25	0
3564	6260	2022-05-20	2022-05-31	1
3567	1965	2022-04-19		
3569	4104	2022-04-15	2022-05-10	1
3570	760	2022-04-25	2022-04-26	1
3571	627	2022-04-15	2022-04-27	0
3571	1010	2022-04-27	2022-05-24	0
3573	1892	2022-04-18	2022-04-28	1
3574	6257	2022-04-26	2022-05-09	0
3577	3719	2022-04-19	2022-05-04	1
3578	1279	2022-04-26	2022-06-07	1
3582	1838	2022-05-16	2022-06-08	1
3583	3115	2022-04-29	2022-05-04	1
3584	1084	2022-04-19	2022-06-13	1
3585	6915	2022-05-10	2022-05-17	0
3586	749	2022-04-28	2022-05-06	0
3586	5245	2022-05-23	2022-06-08	0
3587	4097	2022-04-22	2022-05-27	0
3589	7159	2022-05-09	2022-05-13	1
3590	5033	2022-04-15	2022-05-30	0
3592	6084	2022-04-19	2022-04-21	0
3592	7309	2022-05-24		
3600	4292	2022-06-06		
3600	6423	2022-04-15	2022-05-16	0
3601	5923	2022-06-14		
3604	6932	2022-06-01		
3606	3774	2022-05-17		
3608	5322	2022-04-15	2022-05-06	1
3610	1559	2022-04-21	2022-05-19	1
3611	5476	2022-04-26	2022-05-09	1
3612	1618	2022-04-18	2022-05-13	1
3613	523	2022-04-19	2022-05-13	1
3614	4087	2022-05-02	2022-05-09	1
3615	5334	2022-05-09	2022-05-26	0
3616	5676	2022-04-18	2022-05-16	1
3618	5446	2022-05-24		
3619	1351	2022-04-21	2022-05-18	1
3621	1107	2022-04-20	2022-04-27	0
3622	2120	2022-04-18	2022-06-10	1
3623	866	2022-04-19		
3624	2656	2022-05-06	2022-05-12	0
3624	6133	2022-05-19	2022-05-27	1
3631	5983	2022-05-18	2022-06-13	0
3634	4218	2022-05-30	2022-06-10	1
3636	4347	2022-05-24		
3638	3133	2022-04-22	2022-05-03	0
3639	2210	2022-04-27	2022-05-17	1
3640	4324	2022-06-08		
3642	4238	2022-05-03	2022-05-20	0
3644	133	2022-04-29	2022-05-11	1
3646	5135	2022-05-04		
3647	5523	2022-04-18	2022-05-09	0
3650	6365	2022-04-15	2022-05-06	0
3650	6501	2022-05-12	2022-06-13	1
3651	1932	2022-04-19	2022-05-09	1
3652	106	2022-05-05	2022-05-13	0
3656	1319	2022-05-04	2022-06-09	1
3659	1287	2022-04-20	2022-05-05	0
3660	4273	2022-04-15	2022-05-03	0
3663	7029	2022-04-19		
3664	4298	2022-05-06	2022-05-19	0
3665	118	2022-04-20	2022-04-25	0
3665	5318	2022-05-19	2022-05-23	1
3666	996	2022-05-04	2022-05-06	1
3666	6735	2022-04-15	2022-04-20	0
3667	6262	2022-04-19	2022-06-09	0
3668	1858	2022-05-09		
3670	293	2022-04-15	2022-04-22	1
3671	7338	2022-04-19	2022-05-12	1
3676	4061	2022-04-15	2022-05-04	1
3679	1778	2022-04-21	2022-05-19	0
3681	5313	2022-04-27		
3684	1532	2022-06-13	2022-06-14	0
3684	2528	2022-04-26	2022-04-28	0
3685	1846	2022-04-18		
3688	5227	2022-04-15	2022-04-25	1
3691	390	2022-04-15	2022-05-03	1
3692	1797	2022-04-21	2022-05-24	0
3695	964	2022-04-19	2022-04-27	1
3697	5500	2022-05-23		
3704	4762	2022-05-13		
3706	5254	2022-04-19	2022-05-16	0
3707	1000	2022-04-15	2022-05-12	1
3708	1308	2022-05-03		
3709	5184	2022-04-18		
3710	3912	2022-05-16		
3711	2735	2022-05-11	2022-05-25	1
3712	1070	2022-04-21	2022-05-23	1
3715	900	2022-04-19	2022-05-23	0
3716	537	2022-06-10		
3718	4072	2022-04-15	2022-04-26	1
3720	546	2022-04-15	2022-05-11	1
3721	6427	2022-05-11	2022-05-24	1
3722	3759	2022-05-03	2022-05-09	0
3723	5530	2022-04-25	2022-04-28	1
3731	4906	2022-04-15	2022-05-25	0
3732	7038	2022-04-19	2022-06-08	0
3733	6805	2022-04-18	2022-04-27	0
3735	6400	2022-04-28		
3736	5355	2022-04-19	2022-06-07	0
3737	1295	2022-04-27	2022-05-09	0
3739	2467	2022-04-18	2022-05-02	1
3743	298	2022-05-02	2022-05-06	1
3743	2404	2022-04-21	2022-04-28	0
3746	5105	2022-05-26		
3746	6398	2022-04-15	2022-04-22	0
3747	3741	2022-05-04		
3748	1435	2022-04-19	2022-06-01	1
3749	1963	2022-05-03		
3750	1304	2022-05-13	2022-06-03	1
3752	7287	2022-04-19	2022-04-20	1
3753	3121	2022-04-15	2022-05-09	1
3755	5594	2022-04-15	2022-05-02	0
3758	7177	2022-04-19	2022-04-29	1
3762	4270	2022-05-31	2022-06-02	1
3763	3798	2022-04-22	2022-04-27	1
3764	3024	2022-05-02	2022-05-06	0
3769	6140	2022-04-22	2022-05-17	0
3771	4983	2022-05-06	2022-05-13	1
3779	5831	2022-04-18	2022-05-26	1
3783	1888	2022-04-27		
3784	2005	2022-05-02		
3786	2705	2022-05-06	2022-05-20	0
3786	3102	2022-06-02		
3788	6412	2022-04-26	2022-06-14	0
3790	967	2022-05-16	2022-05-30	0
3790	4146	2022-04-21	2022-05-02	0
3791	2368	2022-05-12	2022-05-27	0
3795	2929	2022-05-27		
3797	3609	2022-04-26	2022-05-13	0
3801	6452	2022-04-25	2022-05-02	0
3803	2238	2022-06-08		
3806	5278	2022-05-04	2022-05-19	0
3809	1974	2022-04-19	2022-04-29	1
3810	4010	2022-05-02	2022-05-30	0
3813	6754	2022-04-22	2022-05-11	1
3815	3262	2022-05-10		
3816	3805	2022-04-28		
3817	6185	2022-05-09	2022-06-02	1
3818	1187	2022-04-19	2022-05-03	1
3819	2904	2022-05-17	2022-06-03	1
3821	6423	2022-06-06	2022-06-14	0
3822	5886	2022-05-26		
3825	114	2022-04-25	2022-05-09	1
3828	1220	2022-04-21	2022-05-12	1
3831	6750	2022-05-09		
3832	4367	2022-04-19	2022-05-05	1
3833	6097	2022-05-12	2022-06-07	0
3837	5597	2022-04-21		
3839	4512	2022-05-13	2022-05-27	0
3842	2295	2022-05-19	2022-05-30	1
3843	3756	2022-04-18	2022-04-19	1
3845	631	2022-05-26		
3847	4907	2022-04-22	2022-05-25	1
3848	659	2022-04-19	2022-04-29	0
3848	4069	2022-05-13		
3849	5545	2022-04-20	2022-05-18	0
3852	345	2022-04-20	2022-04-21	1
3853	4220	2022-04-29	2022-06-07	0
3857	1603	2022-04-26	2022-05-02	1
3859	5012	2022-05-13	2022-05-17	1
3860	4174	2022-04-25	2022-05-12	1
3861	4628	2022-04-15		
3862	6100	2022-04-22		
3866	6211	2022-04-25		
3867	1199	2022-05-30	2022-06-06	1
3869	6848	2022-04-21	2022-04-28	1
3871	1859	2022-04-18	2022-05-03	0
3871	4761	2022-05-20	2022-06-14	1
3874	1945	2022-04-26	2022-05-12	1
3877	5104	2022-04-18	2022-05-17	1
3878	4237	2022-05-26	2022-05-30	1
3879	3595	2022-04-29	2022-05-31	1
3881	2183	2022-05-24	2022-06-07	0
3884	57	2022-05-04		
3887	6530	2022-06-02		
3888	4288	2022-04-15	2022-05-04	1
3889	5242	2022-04-25	2022-04-26	1
3890	1459	2022-04-29	2022-05-18	1
3893	4687	2022-04-20	2022-05-10	1
3896	3026	2022-04-15	2022-04-18	1
3897	7290	2022-04-19	2022-05-12	1
3910	7298	2022-04-26	2022-05-27	1
3913	3993	2022-05-11	2022-05-26	0
3914	3543	2022-04-28	2022-05-23	1
3915	1004	2022-04-19		
3919	3967	2022-05-12		
3919	5769	2022-04-20	2022-05-11	0
3920	6000	2022-04-21	2022-05-06	1
3921	6222	2022-04-19	2022-05-12	0
3925	435	2022-06-07		
3926	4154	2022-04-15	2022-06-06	1
3927	6496	2022-04-26		
3930	4432	2022-04-20		
3932	6718	2022-05-20		
3933	7337	2022-04-26	2022-05-17	1
3936	2141	2022-05-02		
3938	4223	2022-04-25		
3940	829	2022-04-15	2022-05-11	0
3940	2986	2022-05-30		
3942	2951	2022-05-25		
3945	3101	2022-04-20	2022-04-29	1
3947	539	2022-04-21	2022-05-11	1
3948	4499	2022-04-28	2022-05-30	1
3949	1982	2022-05-30	2022-06-02	0
3951	44	2022-04-22	2022-04-25	0
3953	100	2022-04-22	2022-05-10	1
3954	894	2022-05-10	2022-05-16	1
3955	3806	2022-04-15	2022-04-29	0
3958	5526	2022-05-13		
3959	2855	2022-04-19	2022-05-03	1
3961	574	2022-04-15	2022-05-05	1
3962	5282	2022-04-22	2022-04-29	0
3965	263	2022-05-23	2022-05-24	1
3969	177	2022-05-10		
3970	834	2022-05-03	2022-06-13	1
3970	4445	2022-04-20	2022-04-26	0
3972	6060	2022-05-31		
3974	302	2022-04-27	2022-05-12	0
3974	2396	2022-05-25		
3977	5980	2022-05-09	2022-05-12	1
3980	6293	2022-04-21	2022-05-13	1
3982	5236	2022-04-28	2022-05-17	1
3984	7286	2022-04-25	2022-05-02	1
3985	4176	2022-04-20	2022-05-20	1
3986	3364	2022-04-15	2022-05-16	0
3986	4688	2022-06-09		
3988	3773	2022-05-02	2022-06-14	1
